text,label
Counsel for the claimant argued regarding liability under state law.,legal
The Prime Minister launched a new initiative to address breach of contract.,news
Physical examination shows signs of fatigue consistent with asthma.,medical
The court ruled that the petitioner is liable for compensation.,legal
Markets reacted sharply to the latest report on breach of contract.,news
Patient prescribed Atorvastatin for type 2 diabetes.,medical
Counsel for the appellant argued regarding intellectual property under state law.,legal
Markets reacted with skepticism to the latest report on intellectual property.,news
Laboratory results for CT scan indicate borderline results.,medical
Legal precedent establishes that liability falls under jurisdiction of the Federal Court.,legal
Stock prices for Global Tech Corp surged following news of negligence.,news
Doctor recommends imaging via CT scan to rule out asthma.,medical
Terms and conditions outlined in the contract address employment disputes.,legal
The government is considering new legislation regarding fraud.,news
Clinical evaluation reveals elevated levels in stress test.,medical
Legal precedent establishes that tax evasion falls under jurisdiction of the Federal Court.,legal
The Prime Minister CEO declared that the company is expanding into retail.,news
Doctor recommends imaging via urinalysis to rule out type 2 diabetes.,medical
The petitioner appealed the decision on grounds of punitive damages.,legal
Breaking: Google has won the award for trademark infringement.,news
Diagnosis of anxiety disorder confirmed via liver function test.,medical
Terms and conditions outlined in the disclosure statement address breach of contract.,legal
Industry experts report a stabilization in global finance market.,news
Follow-up scheduled for anxiety disorder management.,medical
Defendant's counsel submitted evidence in the affidavit.,legal
Stock prices for The Prime Minister surged following news of breach of contract.,news
Diagnosis of depression confirmed via MRI scan.,medical
Clause 433 of the agreement specifies terms for tax evasion.,legal
Stock prices for Johnson & Johnson surged following news of breach of contract.,news
Patient prescribed Ibuprofen for anemia.,medical
Legal precedent establishes that liability falls under jurisdiction of the State Court.,legal
Analysts predict a contraction in the retail sector over the next quarter.,news
Medication adjustment recommended due to positive indicators in recent X-ray.,medical
The legal team is reviewing the memorandum for potential compensation.,legal
Analysts predict a expansion in the telecommunications sector over the next quarter.,news
Patient compliance with Albuterol regimen is essential.,medical
Clause 376 of the agreement specifies terms for tax evasion.,legal
The Tesla partnership aims to revolutionize automotive sector.,news
Medication adjustment recommended due to within expected parameters in recent ultrasound.,medical
Counsel for the opposing counsel argued regarding employment disputes under state law.,legal
Major developments in property rights expected to reshape the finance landscape.,news
Medication adjustment recommended due to minor abnormalities in recent urinalysis.,medical
The petitioner appealed the decision on grounds of compensation.,legal
The Federal Reserve announced a new partnership with Amazon today.,news
Patient prescribed Omeprazole for type 2 diabetes.,medical
Counsel for the complainant argued regarding negligence under state law.,legal
The Adobe partnership aims to revolutionize retail sector.,news
Follow-up scheduled for depression management.,medical
Counsel for the appellant argued regarding trademark infringement under state law.,legal
Breaking: The Federal Reserve has won the award for intellectual property.,news
Patient compliance with Lisinopril regimen is essential.,medical
Clause 341 of the agreement specifies terms for liability.,legal
Johnson & Johnson announced a new partnership with IBM today.,news
Clinical evaluation reveals critical values in ultrasound.,medical
Legal precedent establishes that property rights falls under jurisdiction of the State Court.,legal
Industry experts report a recovery in global healthcare market.,news
